W = 50;W = 100;W = 250
28.60000;16.04000;6.52000
28.16000;16.60000;6.48000
28.56000;16.68000;6.36000
28.80000;16.20000;6.36000
28.52000;16.56000;6.48000
29.36000;15.96000;6.52000
28.84000;16.44000;6.20000
28.20000;16.00000;6.20000
28.76000;14.32000;6.36000
28.24000;15.44000;6.32000
27.72000;15.64000;6.32000
29.28000;16.56000;6.64000
28.36000;15.76000;6.56000
27.56000;15.00000;6.88000
28.08000;15.92000;6.80000
27.96000;16.88000;6.84000
28.24000;16.44000;6.56000
28.80000;16.16000;6.44000
29.52000;14.84000;6.56000
28.96000;15.32000;6.56000
29.32000;14.92000;6.40000
29.92000;15.24000;6.32000
29.68000;16.64000;6.00000
29.12000;16.56000;6.32000
28.64000;17.56000;5.92000
27.56000;16.44000;5.72000
28.24000;15.52000;5.80000
28.88000;15.68000;5.68000
27.36000;15.28000;5.96000
27.24000;15.84000;5.80000
28.84000;15.72000;5.72000
27.92000;16.88000;5.88000
28.20000;16.68000;5.96000
28.20000;15.12000;6.48000
28.04000;15.64000;6.20000
27.60000;16.08000;6.12000
28.64000;16.04000;6.40000
27.80000;15.68000;6.64000
29.16000;15.96000;6.28000
29.12000;17.08000;6.48000
27.88000;16.12000;6.68000
28.08000;16.20000;6.20000
28.24000;16.04000;6.32000
28.24000;17.12000;6.76000
29.20000;16.88000;6.64000
29.56000;15.40000;6.76000
29.12000;15.48000;7.24000
29.24000;16.68000;7.24000
27.76000;14.72000;6.92000
29.52000;15.12000;6.88000
28.88000;16.16000;6.92000
29.40000;16.52000;6.76000
29.00000;17.08000;6.76000
28.52000;15.84000;6.80000
28.68000;15.28000;7.12000
29.60000;15.68000;7.08000
29.64000;14.56000;6.80000
29.04000;16.40000;6.92000
28.48000;16.12000;7.04000
27.96000;16.00000;7.40000
29.08000;15.52000;7.28000
28.36000;15.24000;7.00000
28.80000;16.68000;7.00000
29.28000;16.92000;7.12000
28.92000;15.56000;7.32000
29.20000;16.56000;7.36000
28.88000;17.40000;7.60000
29.76000;17.12000;7.88000
27.36000;16.16000;7.52000
28.80000;16.20000;7.64000
28.72000;16.08000;7.52000
28.96000;15.68000;7.80000
29.00000;16.84000;7.92000
29.40000;16.48000;7.72000
30.20000;15.96000;7.76000
30.32000;15.84000;7.52000
29.68000;16.24000;7.60000
28.68000;16.28000;8.24000
30.92000;16.12000;8.04000
29.24000;17.00000;7.88000
29.08000;16.44000;8.28000
29.04000;17.28000;8.36000
29.44000;16.12000;8.16000
28.08000;15.28000;8.28000
28.88000;16.40000;8.32000
31.36000;16.28000;8.44000
29.56000;17.00000;8.36000
29.56000;17.72000;8.16000
28.28000;16.56000;8.08000
28.76000;15.76000;8.00000
29.28000;15.52000;7.92000
28.16000;16.40000;8.04000
29.20000;15.64000;7.96000
28.32000;16.64000;8.00000
27.72000;15.88000;8.08000
28.76000;15.52000;7.96000
28.24000;15.52000;7.88000
26.68000;15.92000;7.84000
28.40000;15.16000;8.32000
27.92000;16.00000;8.12000
27.88000;15.68000;8.20000
27.76000;16.00000;8.28000
27.92000;14.56000;8.72000
28.68000;15.28000;8.72000
27.72000;16.24000;8.84000
29.72000;15.84000;8.72000
30.16000;15.60000;8.72000
29.80000;14.92000;8.72000
29.40000;16.84000;8.68000
29.24000;16.12000;8.64000
29.04000;16.44000;8.72000
28.72000;16.40000;8.84000
27.40000;16.44000;8.68000
27.68000;15.44000;8.40000
29.32000;15.68000;8.40000
28.16000;15.12000;8.60000
28.24000;16.32000;8.72000
28.32000;15.72000;8.44000
26.64000;15.72000;8.28000
27.48000;15.72000;8.52000
29.08000;16.20000;8.56000
28.68000;16.48000;8.52000
28.44000;16.80000;8.36000
29.28000;16.24000;8.44000
27.08000;16.20000;8.20000
27.32000;16.00000;8.36000
27.48000;15.92000;8.24000
29.24000;15.80000;8.48000
28.20000;16.20000;8.68000
29.28000;16.88000;8.64000
29.20000;17.60000;8.48000
28.28000;16.32000;8.80000
28.80000;16.88000;8.76000
27.80000;16.76000;8.32000
27.92000;16.12000;8.08000
27.64000;14.64000;8.04000
29.48000;15.60000;8.16000
28.56000;15.84000;8.08000
28.40000;14.92000;8.40000
29.08000;15.16000;8.48000
28.68000;16.04000;8.44000
28.92000;15.32000;8.44000
29.08000;15.80000;8.40000
30.08000;15.88000;8.52000
27.56000;15.12000;8.36000
28.56000;15.36000;8.52000
28.84000;14.56000;8.44000
30.44000;15.20000;8.60000
28.52000;15.76000;8.24000
29.28000;16.08000;8.40000
30.36000;15.56000;8.20000
29.68000;15.88000;8.24000
28.32000;15.64000;8.28000
28.84000;15.96000;8.20000
28.52000;16.28000;8.40000
28.68000;15.56000;8.40000
30.12000;15.40000;8.40000
30.08000;16.68000;8.48000
28.84000;16.24000;8.88000
29.72000;15.76000;9.20000
28.88000;15.04000;8.72000
30.64000;15.24000;8.64000
28.44000;16.00000;8.64000
28.28000;16.32000;9.04000
28.52000;14.36000;8.68000
29.48000;15.84000;8.24000
29.52000;14.60000;8.24000
28.88000;15.60000;8.20000
29.84000;15.48000;8.12000
29.20000;15.04000;8.12000
28.16000;15.60000;8.32000
29.12000;14.96000;8.44000
27.40000;14.96000;8.48000
29.28000;16.28000;8.52000
28.44000;16.72000;8.40000
27.60000;15.88000;8.48000
27.64000;16.56000;8.44000
28.36000;16.80000;8.52000
28.20000;15.44000;8.04000
29.16000;15.12000;7.92000
28.28000;14.76000;8.04000
27.64000;16.40000;7.92000
27.20000;16.48000;8.36000
29.20000;16.68000;8.32000
28.56000;14.68000;8.00000
29.12000;16.96000;8.20000
27.32000;15.64000;8.56000
27.44000;16.72000;8.44000
28.32000;15.96000;8.56000
29.48000;16.52000;8.40000
28.16000;16.12000;8.36000
29.52000;15.36000;8.40000
28.80000;14.60000;8.24000
28.28000;15.68000;8.40000
29.32000;15.64000;8.12000
28.64000;15.16000;8.36000
28.72000;16.28000;8.52000
28.76000;16.20000;8.76000
27.12000;15.60000;8.72000
28.56000;16.08000;8.12000
27.48000;14.84000;7.84000
28.40000;14.48000;8.28000
27.48000;14.28000;8.36000
27.40000;14.12000;8.36000
29.40000;14.92000;8.40000
26.76000;16.12000;8.28000
28.20000;15.04000;8.32000
29.24000;15.52000;8.44000
28.24000;15.60000;8.28000
28.48000;16.16000;8.48000
27.24000;15.64000;8.24000
28.16000;15.16000;8.32000
26.80000;16.32000;8.40000
28.48000;16.24000;8.28000
29.56000;16.08000;8.08000
29.84000;15.24000;8.52000
28.88000;16.16000;8.40000
28.20000;15.84000;8.68000
29.20000;15.76000;8.56000
28.44000;16.36000;8.52000
28.96000;16.36000;8.64000
28.68000;15.88000;8.60000
28.88000;15.56000;8.40000
29.80000;15.84000;8.56000
29.96000;16.08000;8.60000
28.92000;15.24000;8.96000
29.32000;14.92000;8.96000
27.36000;16.16000;9.12000
27.92000;16.20000;9.00000
27.92000;16.28000;8.76000
27.92000;15.24000;8.56000
28.32000;16.00000;8.64000
28.76000;16.60000;8.92000
29.16000;16.44000;8.80000
28.64000;16.52000;8.76000
28.64000;16.72000;8.56000
27.60000;14.92000;8.68000
27.60000;15.64000;9.04000
27.96000;15.56000;9.40000
28.36000;15.56000;9.48000
28.88000;15.96000;9.40000
27.04000;15.64000;9.40000
27.52000;16.48000;9.16000
27.96000;17.00000;9.32000
28.04000;14.92000;9.20000
29.52000;14.64000;9.04000
28.64000;15.44000;9.04000
28.08000;16.00000;8.72000
28.44000;15.56000;8.88000
28.40000;16.72000;8.84000
29.24000;16.44000;9.16000
29.20000;14.64000;8.84000
30.08000;16.12000;8.28000
28.56000;16.00000;7.96000
26.76000;15.28000;8.12000
28.52000;16.24000;7.88000
27.76000;15.88000;7.56000
28.36000;16.56000;7.72000
28.60000;16.08000;7.80000
28.12000;15.24000;7.64000
29.00000;16.56000;7.96000
28.76000;15.84000;7.92000
27.68000;17.12000;8.08000
29.00000;16.80000;8.28000
27.68000;16.92000;7.76000
29.12000;16.16000;7.84000
28.28000;16.32000;7.72000
28.52000;15.16000;7.68000
27.96000;16.72000;7.88000
28.04000;16.12000;7.60000
28.12000;16.48000;7.40000
28.96000;18.24000;6.92000
29.28000;17.60000;6.80000
28.56000;17.32000;7.04000
29.44000;16.08000;6.84000
29.52000;15.52000;7.08000
28.44000;15.48000;6.84000
28.28000;15.24000;6.84000
28.56000;16.08000;6.76000
28.32000;15.00000;6.64000
29.28000;15.96000;6.84000
29.12000;14.96000;6.80000
28.48000;15.80000;6.88000
28.20000;15.92000;6.84000
28.36000;16.40000;6.80000
27.64000;16.92000;6.80000
30.36000;15.64000;6.56000
30.68000;16.04000;6.20000
28.16000;16.16000;6.44000
26.52000;16.24000;6.40000
27.32000;15.80000;6.36000
28.00000;17.52000;6.56000
27.16000;16.12000;6.52000
28.08000;16.60000;6.56000
28.12000;15.28000;6.76000
28.40000;15.44000;6.64000
29.08000;15.32000;6.48000
29.28000;15.48000;6.64000
29.88000;15.80000;6.20000
28.80000;15.36000;6.12000
28.72000;14.80000;6.44000
27.92000;15.84000;6.12000
29.00000;16.12000;6.24000
27.96000;14.72000;6.04000
28.64000;15.12000;6.40000
29.04000;16.16000;6.24000
30.16000;15.48000;6.28000
29.36000;15.52000;6.24000
28.92000;14.84000;6.48000
26.76000;16.28000;6.56000
28.12000;15.68000;6.32000
29.48000;15.36000;6.24000
28.36000;15.96000;6.08000
29.08000;15.56000;6.20000
29.76000;15.52000;6.08000
29.12000;16.28000;6.36000
27.72000;16.00000;6.24000
26.92000;16.20000;6.36000
28.60000;17.48000;6.28000
26.96000;17.00000;6.12000
28.96000;16.12000;6.16000
29.24000;15.24000;6.68000
29.52000;15.60000;6.40000
29.40000;14.72000;6.52000
28.92000;15.92000;6.48000
29.00000;16.24000;6.48000
28.92000;16.80000;6.28000
29.24000;16.24000;6.64000
27.08000;16.76000;6.92000
27.04000;16.56000;7.24000
27.40000;15.16000;6.80000
28.44000;16.48000;7.08000
28.56000;16.08000;7.16000
28.68000;16.16000;7.20000
29.68000;16.40000;7.16000
28.08000;15.44000;7.28000
28.60000;16.00000;7.28000
29.16000;15.00000;7.00000
28.28000;16.12000;6.64000
28.28000;15.20000;6.64000
27.72000;16.72000;6.72000
29.56000;16.36000;6.92000
28.72000;15.60000;6.88000
27.72000;15.60000;7.04000
28.48000;15.80000;7.28000
28.68000;15.20000;7.32000
28.16000;15.72000;7.28000
27.76000;14.76000;7.16000
28.16000;16.24000;7.20000
27.52000;16.48000;7.16000
29.20000;16.20000;7.20000
28.60000;16.16000;7.16000
28.72000;17.60000;7.12000
27.56000;17.52000;7.28000
27.72000;16.68000;7.36000
27.24000;17.04000;7.16000
27.60000;16.16000;7.04000
28.08000;16.16000;6.60000
28.52000;16.72000;6.84000
28.00000;16.28000;6.40000
28.44000;16.44000;6.68000
29.16000;16.60000;6.36000
29.12000;16.76000;6.72000
29.52000;16.52000;7.04000
29.28000;16.00000;6.96000
28.44000;15.84000;7.12000
28.00000;16.56000;7.08000
28.72000;16.60000;7.20000
29.56000;17.20000;6.84000
29.52000;15.48000;6.96000
31.56000;15.64000;6.92000
28.36000;15.60000;6.80000
27.72000;15.32000;7.24000
28.32000;15.72000;7.20000
30.20000;15.20000;7.12000
27.88000;15.24000;7.24000
28.72000;14.52000;7.12000
28.20000;15.28000;7.32000
28.64000;15.64000;7.12000
28.72000;15.96000;7.40000
28.24000;15.24000;7.56000
27.52000;15.76000;7.32000
28.32000;15.04000;7.44000
28.44000;16.04000;7.80000
28.20000;15.60000;7.36000
27.12000;15.32000;7.40000
28.72000;14.48000;7.48000
28.32000;14.40000;7.60000
28.20000;15.60000;7.56000
29.36000;14.04000;7.56000
29.44000;15.28000;7.72000
28.44000;15.28000;7.52000
29.92000;16.56000;7.40000
28.60000;16.36000;6.84000
29.40000;15.20000;6.72000
29.48000;14.96000;6.68000
29.36000;14.92000;6.72000
29.16000;15.96000;6.88000
27.20000;16.52000;6.72000
28.96000;16.32000;6.80000
29.04000;15.84000;6.80000
28.08000;15.96000;6.76000
28.92000;16.56000;7.20000
28.68000;16.24000;7.64000
28.48000;14.96000;7.56000
29.56000;15.12000;7.08000
29.36000;15.84000;6.88000
29.16000;15.72000;6.72000
28.84000;16.52000;6.92000
29.60000;15.36000;7.00000
28.48000;15.76000;7.20000
28.20000;15.92000;7.08000
28.96000;16.44000;6.88000
28.24000;15.36000;7.04000
27.84000;16.32000;7.16000
28.36000;16.24000;7.04000
27.64000;15.36000;6.88000
29.80000;16.36000;7.00000
29.28000;16.00000;6.88000
29.12000;16.04000;7.28000
27.48000;14.92000;7.28000
28.12000;15.88000;7.28000
28.88000;16.12000;7.24000
27.96000;16.20000;7.12000
28.28000;15.72000;6.88000
28.72000;15.56000;7.00000
28.76000;15.64000;7.04000
28.12000;15.92000;7.00000
27.64000;15.56000;6.84000
27.48000;16.36000;6.44000
27.56000;16.56000;6.24000
29.12000;15.44000;6.20000
26.32000;15.92000;6.08000
28.20000;15.56000;6.00000
30.24000;15.64000;6.20000
27.96000;16.44000;5.84000
28.08000;17.08000;6.00000
28.04000;15.64000;6.24000
28.60000;16.12000;6.24000
28.12000;16.40000;6.36000
27.04000;16.48000;6.00000
28.76000;16.64000;5.96000
27.80000;17.52000;5.88000
28.04000;16.64000;6.08000
30.08000;17.12000;5.92000
28.84000;16.28000;5.96000
28.48000;14.76000;6.28000
27.24000;15.76000;6.24000
27.56000;14.80000;6.28000
26.88000;15.00000;6.28000
26.92000;15.12000;6.20000
27.52000;15.64000;6.24000
27.52000;15.76000;5.88000
27.76000;16.32000;5.92000
29.24000;15.96000;6.16000
28.64000;16.08000;5.96000
28.24000;16.28000;6.08000
28.56000;15.76000;5.92000
28.60000;16.24000;6.12000
29.20000;16.20000;5.72000
27.64000;16.32000;6.00000
28.80000;15.56000;5.96000
28.96000;15.00000;6.32000
29.08000;15.84000;6.36000
28.32000;15.32000;6.28000
28.44000;13.72000;6.28000
28.24000;14.20000;5.96000
28.64000;14.96000;6.00000
28.40000;15.44000;6.20000
27.88000;15.44000;6.20000
29.48000;15.72000;6.48000
28.68000;15.00000;6.44000
28.68000;15.64000;6.40000
28.72000;15.16000;6.40000
27.88000;14.92000;6.36000
27.12000;15.40000;6.24000
27.80000;16.08000;6.48000
28.24000;16.08000;6.68000
28.28000;15.92000;6.48000
29.72000;15.76000;6.52000
29.68000;15.80000;6.20000
28.92000;15.84000;6.20000
27.96000;15.32000;6.28000
29.56000;16.36000;6.00000
29.88000;15.88000;6.60000
30.72000;14.44000;6.52000
28.68000;15.48000;6.56000
29.36000;16.08000;6.32000
28.88000;16.00000;6.00000
28.56000;15.40000;6.08000
28.68000;15.32000;5.92000
27.80000;14.56000;5.84000
26.96000;16.32000;5.96000
27.84000;15.40000;6.08000
27.76000;15.00000;5.84000
29.28000;14.96000;5.96000
29.36000;16.12000;6.08000
28.36000;15.32000;6.00000
28.60000;16.40000;6.16000
28.60000;16.16000;6.24000
29.08000;14.44000;6.36000
28.76000;15.52000;6.12000
28.00000;16.28000;5.76000
27.84000;16.80000;6.12000
27.12000;15.80000;6.60000
29.28000;16.80000;6.96000
29.24000;14.52000;7.00000
29.24000;14.00000;6.92000
28.64000;14.36000;7.08000
28.64000;14.40000;7.12000
29.56000;16.08000;7.00000
29.24000;15.40000;7.00000
29.80000;16.20000;6.72000
29.04000;16.44000;6.96000
27.60000;16.16000;6.72000
28.64000;16.68000;6.84000
30.52000;15.72000;6.56000
28.64000;15.44000;7.00000
27.24000;16.36000;6.88000
28.24000;16.28000;6.92000
27.36000;15.48000;6.52000
28.44000;16.64000;6.80000
28.08000;14.92000;6.96000
29.32000;15.96000;7.00000
28.36000;15.84000;6.96000
28.84000;15.44000;6.96000
27.92000;16.20000;7.24000
28.20000;15.88000;7.16000
26.96000;15.16000;7.28000
29.08000;15.68000;7.32000
28.04000;15.88000;7.68000
27.92000;15.28000;7.60000
28.76000;13.44000;7.84000
28.48000;13.56000;7.28000
28.64000;14.56000;7.60000
28.96000;15.72000;7.32000
26.72000;15.68000;7.56000
29.36000;15.40000;7.64000
29.00000;15.44000;7.36000
29.24000;15.12000;7.20000
30.48000;15.60000;7.00000
28.04000;14.64000;7.24000
28.52000;15.56000;7.00000
28.56000;15.32000;6.96000
28.64000;16.28000;6.60000
27.12000;15.08000;6.28000
26.48000;16.24000;6.40000
28.60000;14.20000;6.20000
26.80000;15.00000;6.60000
27.12000;14.56000;6.40000
29.20000;15.64000;6.92000
28.92000;15.88000;6.16000
28.00000;15.56000;6.04000
28.92000;15.52000;6.00000
28.36000;15.92000;6.00000
28.60000;15.48000;6.04000
29.12000;15.64000;5.96000
29.04000;14.52000;6.00000
27.44000;15.72000;6.08000
28.56000;15.76000;6.44000
27.16000;15.60000;6.12000
27.48000;14.80000;5.88000
26.52000;15.84000;6.20000
30.24000;15.52000;5.88000
29.20000;15.84000;5.44000
30.44000;15.72000;5.68000
29.08000;15.32000;5.64000
28.84000;15.76000;5.80000
29.52000;15.32000;5.56000
27.68000;16.12000;5.68000
27.84000;16.88000;5.52000
27.84000;15.84000;5.32000
27.28000;15.96000;5.32000
28.20000;16.80000;5.36000
29.04000;17.52000;5.40000
28.08000;16.92000;5.20000
28.56000;16.76000;5.44000
27.92000;16.48000;5.32000
28.52000;16.44000;5.48000
27.24000;15.88000;5.48000
28.00000;16.28000;5.56000
29.40000;15.16000;5.84000
28.68000;15.84000;5.76000
28.52000;16.08000;5.28000
29.12000;15.96000;5.68000
29.12000;15.92000;5.52000
29.08000;15.68000;5.40000
27.60000;15.92000;5.44000
27.92000;15.80000;5.52000
28.56000;15.28000;5.36000
28.28000;15.56000;5.80000
28.96000;15.24000;5.92000
29.28000;15.88000;5.80000
29.64000;14.96000;5.72000
28.16000;16.04000;5.60000
29.24000;17.28000;5.52000
28.28000;16.40000;5.72000
28.60000;16.44000;5.88000
27.56000;16.44000;5.84000
27.76000;17.00000;5.72000
28.64000;16.28000;5.64000
28.92000;16.40000;5.80000
28.76000;16.04000;5.68000
30.40000;16.32000;5.96000
31.44000;15.88000;6.00000
29.68000;15.40000;6.12000
29.48000;15.08000;6.00000
28.44000;15.96000;6.04000
29.28000;16.00000;5.88000
29.00000;16.52000;5.84000
30.00000;17.12000;5.76000
29.16000;16.04000;5.64000
29.24000;15.48000;5.64000
30.08000;15.40000;5.72000
28.84000;16.00000;5.92000
28.60000;15.64000;5.92000
27.72000;15.64000;6.32000
26.72000;15.28000;5.80000
27.32000;14.00000;5.84000
29.56000;15.52000;5.80000
28.68000;15.04000;6.08000
29.56000;16.04000;5.76000
29.44000;15.60000;5.84000
27.84000;16.48000;6.28000
30.04000;15.44000;6.32000
29.72000;15.08000;6.00000
28.64000;15.84000;6.36000
29.12000;16.16000;6.00000
28.36000;15.00000;5.72000
28.16000;14.32000;5.60000
29.04000;15.72000;5.80000
27.16000;15.72000;5.76000
26.40000;16.00000;5.52000
28.88000;15.60000;5.40000
26.92000;16.08000;5.32000
28.24000;17.04000;5.36000
28.44000;17.52000;5.80000
28.08000;17.32000;5.60000
29.28000;15.60000;5.88000
29.60000;15.08000;6.24000
29.08000;15.16000;6.24000
29.64000;15.60000;6.00000
29.24000;15.80000;6.16000
28.80000;15.12000;5.84000
28.32000;15.84000;5.56000
27.92000;15.80000;5.60000
29.08000;16.56000;5.92000
28.64000;16.32000;5.96000
28.08000;16.32000;6.12000
29.76000;15.52000;5.68000
28.52000;15.28000;5.88000
28.56000;15.72000;5.56000
26.68000;15.64000;5.84000
27.88000;15.16000;6.08000
28.68000;15.08000;5.76000
28.48000;15.84000;5.76000
28.84000;16.44000;5.92000
28.96000;16.08000;6.04000
27.32000;15.72000;5.76000
29.40000;15.80000;5.88000
29.84000;14.68000;5.92000
29.20000;15.92000;5.76000
28.04000;15.64000;5.84000
29.20000;14.40000;5.80000
28.96000;14.36000;5.88000
28.52000;15.84000;5.68000
29.56000;16.48000;5.76000
28.84000;16.48000;5.68000
28.72000;15.20000;5.96000
29.76000;16.12000;5.72000
28.20000;15.60000;5.68000
28.16000;15.96000;5.88000
30.64000;16.84000;5.88000
30.76000;15.04000;5.88000
28.60000;15.80000;6.08000
29.64000;15.92000;6.28000
29.36000;16.04000;6.44000
29.88000;14.96000;6.56000
28.88000;16.40000;6.60000
29.00000;15.16000;6.76000
30.16000;15.36000;6.68000
29.00000;16.08000;7.12000
27.88000;18.20000;6.72000
28.92000;16.56000;6.64000
28.40000;16.60000;6.68000
29.36000;16.96000;6.64000
28.12000;16.12000;6.48000
27.72000;16.20000;6.48000
29.48000;15.84000;6.60000
28.64000;15.80000;6.76000
28.80000;16.20000;6.76000
27.68000;15.72000;6.76000
27.76000;16.04000;6.76000
28.92000;15.08000;6.84000
27.04000;15.44000;6.92000
29.00000;15.16000;6.60000
28.76000;15.24000;6.92000
29.64000;15.56000;6.92000
29.12000;15.12000;7.12000
28.24000;15.68000;7.20000
27.20000;16.20000;7.28000
28.16000;16.32000;7.04000
29.36000;16.08000;7.00000
29.36000;15.88000;7.00000
28.76000;18.28000;7.20000
28.56000;15.96000;7.16000
28.92000;16.04000;7.52000
29.04000;15.04000;7.48000
29.64000;15.00000;7.36000
28.88000;15.52000;7.92000
29.16000;16.24000;7.44000
27.12000;14.72000;7.60000
27.32000;15.48000;7.84000
29.16000;15.08000;7.92000
28.32000;15.52000;8.00000
29.96000;15.64000;8.04000
27.88000;14.72000;7.84000
27.24000;15.80000;7.84000
29.96000;15.80000;8.48000
29.32000;16.00000;8.24000
28.32000;15.88000;8.08000
28.68000;15.04000;8.16000
27.40000;15.96000;8.12000
28.88000;16.40000;7.84000
27.96000;15.84000;7.80000
29.24000;16.76000;8.28000
29.04000;16.36000;8.40000
29.52000;16.08000;8.28000
29.52000;15.64000;8.32000
29.52000;16.08000;8.56000
29.04000;15.32000;8.48000
30.80000;14.64000;8.52000
29.80000;15.36000;8.52000
28.20000;16.16000;8.68000
28.64000;17.32000;8.80000
